"name","calories","protein","fat","price","spicy","type","taste","tags","position"
五香牛肉串,100kcal,8g,7g,￥3,0,烧烤,五香咸鲜,中餐;荤菜;高蛋白,风味餐厅五楼
牛肉串,100kcal,8g,7g,￥3,1,烧烤,孜然麻辣,中餐;荤菜;高蛋白,风味餐厅五楼
奶油面包片,220kcal,2g,18g,￥3.5,0,烧烤,奶香香甜,中餐;素菜;高脂,风味餐厅五楼
宫后夫肉串,100kcal,8g,7g,￥4,1,烧烤,甜辣咸鲜,中餐;荤菜;高蛋白,风味餐厅五楼
爆汁芥末皮,320kcal,15g,25g,￥6,2,烧烤,芥末冲辣,中餐;荤菜;高脂,风味餐厅五楼
烤油边串,128kcal,8g,10g,￥4,1,烧烤,外焦里嫩,中餐;荤菜;高蛋白;高脂,风味餐厅五楼
烤千叶豆腐,120kcal,10g,6g,￥3,1,烧烤,香辣咸鲜,中餐;素菜;高蛋白,风味餐厅五楼
烤金针菇,45kcal,2g,2g,￥10,1,烧烤,香辣蒜香,中餐;素菜;低热量,风味餐厅五楼
烤鸡皮,320kcal,15g,25g,￥3,1,烧烤,香辣肥美,中餐;荤菜;高脂,风味餐厅五楼
骨肉相连,250kcal,22g,18g,￥3,1,烧烤,甜辣软骨,中餐;荤菜;高蛋白,风味餐厅五楼
烤鸡珍,120kcal,22g,4g,￥3,1,烧烤,香辣脆爽,中餐;荤菜;高蛋白;低热量,风味餐厅五楼
鸡香小馒头,80kcal,2g,5g,￥2,0,烧烤,焦香微甜,中餐;素菜,风味餐厅五楼
鸡软骨,100kcal,8g,7g,￥3.5,1,烧烤,香辣酥脆,中餐;荤菜;高蛋白,风味餐厅五楼
烤五花肉,320kcal,15g,25g,￥3,1,烧烤,油脂焦香,中餐;荤菜;高脂,风味餐厅五楼
烤肠,320kcal,15g,25g,￥3,0,烧烤,咸香肉感,中餐;荤菜;高脂,风味餐厅五楼
牛板筋,250kcal,22g,18g,￥3,1,烧烤,麻辣劲道,中餐;荤菜;高蛋白,风味餐厅五楼
烤面筋,80kcal,2g,5g,￥3,1,烧烤,香辣软糯,中餐;素菜,风味餐厅五楼
大腰子,320kcal,22g,25g,￥12,1,烧烤,浓郁焦香,中餐;荤菜;高脂;高蛋白,风味餐厅五楼
变态鸡翅,250kcal,22g,18g,￥8,3,烧烤,极度麻辣,中餐;荤菜;高蛋白,风味餐厅五楼
香辣烤鸡翅,250kcal,22g,18g,￥8,2,烧烤,香辣多汁,中餐;荤菜;高蛋白,风味餐厅五楼
五香烤鸡翅,250kcal,22g,18g,￥8,0,烧烤,五香咸鲜,中餐;荤菜;高蛋白,风味餐厅五楼
奥尔良烤鸡翅,250kcal,22g,18g,￥8,1,烧烤,甜辣咸香,中餐;荤菜;高蛋白,风味餐厅五楼
蜜汁烤鸡翅,250kcal,22g,18g,￥8,0,烧烤,鲜甜多汁,中餐;荤菜;高蛋白,风味餐厅五楼
肉筋,320kcal,15g,25g,￥3,1,烧烤,韧劲咸香,中餐;荤菜;高脂,风味餐厅五楼
烤鱿鱼,120kcal,22g,4g,￥5,1,烧烤,鲜辣爽口,中餐;荤菜;高蛋白;低热量,风味餐厅五楼
烤臭豆腐,120kcal,10g,6g,￥3,1,烧烤,闻臭吃香,中餐;素菜;高蛋白,风味餐厅五楼
望京小腰,320kcal,15g,25g,￥3,1,烧烤,油香脆嫩,中餐;荤菜;高脂,风味餐厅五楼
土豆炖牛肉,250kcal,22g,18g,￥58,0,热菜,咸鲜醇厚,中餐;荤菜;高蛋白,风味餐厅五楼
香辣肉丝,320kcal,15g,25g,￥34,2,热菜,香辣开胃,中餐;荤菜;高脂,风味餐厅五楼
特价新西兰西兰花,45kcal,2g,2g,￥18.8,0,热菜,清爽咸鲜,中餐;素菜;低热量,风味餐厅五楼
辣炒风爪,250kcal,22g,18g,￥56,2,热菜,麻辣鲜香,中餐;荤菜;高蛋白,风味餐厅五楼
麻辣龙虾尾,250kcal,22g,18g,￥54,3,热菜,重辣麻香,中餐;荤菜;高蛋白,风味餐厅五楼
烤鱼,250kcal,22g,18g,￥78,2,热菜,麻辣鲜嫩,中餐;荤菜;高蛋白,风味餐厅五楼
特色烤骨头,250kcal,22g,18g,￥42,1,热菜,酱香浓郁,中餐;荤菜;高蛋白,风味餐厅五楼
熘肝尖炒腊肉,320kcal,15g,25g,￥36,1,热菜,咸鲜熘香,中餐;荤菜;高脂,风味餐厅五楼
风味茄子,220kcal,2g,18g,￥32,1,热菜,酸甜微辣,中餐;素菜;高脂,风味餐厅五楼
锅仔香辣梅花肉,320kcal,15g,25g,￥45,2,热菜,香辣醇厚,中餐;荤菜;高蛋白;高脂,风味餐厅五楼
大蒜爆牛肚,250kcal,22g,18g,￥38,1,热菜,蒜香脆嫩,中餐;荤菜;高蛋白,风味餐厅五楼
干锅野山菌,45kcal,2g,2g,￥36,1,热菜,香辣鲜美,中餐;素菜;低热量,风味餐厅五楼
水煮肉片,320kcal,15g,25g,￥39,3,热菜,麻辣红油,中餐;荤菜;高脂;高蛋白,风味餐厅五楼
虾干罗马生菜,45kcal,2g,2g,￥28,0,热菜,鲜咸清脆,中餐;素菜;低热量,风味餐厅五楼
黑椒牛柳,250kcal,22g,18g,￥54,1,热菜,黑椒浓郁,中餐;荤菜;高蛋白,风味餐厅五楼
蜀山毛血旺,320kcal,15g,25g,￥66,3,热菜,麻辣鲜香,中餐;荤菜;高脂,风味餐厅五楼
家常白玉豆腐,120kcal,10g,6g,￥26,0,热菜,豆香咸鲜,中餐;素菜;低热量;高蛋白,风味餐厅五楼
小鱼贴饼,250kcal,15g,18g,￥36,1,热菜,酱香粗粮,中餐;荤菜,风味餐厅五楼
干炸小黄鱼,250kcal,22g,18g,￥28,0,热菜,酥脆咸香,中餐;荤菜;高蛋白,风味餐厅五楼
干锅腐竹,120kcal,10g,6g,￥32,1,热菜,香辣豆香,中餐;素菜;高蛋白,风味餐厅五楼
炒合菜,45kcal,2g,2g,￥32,0,热菜,清爽咸鲜,中餐;素菜;低热量,风味餐厅五楼
臭豆腐肥肠,320kcal,15g,25g,￥38,2,热菜,香辣浓郁,中餐;荤菜;高脂,风味餐厅五楼
黄糖锅包肉,320kcal,15g,25g,￥48,0,热菜,酸甜酥脆,中餐;荤菜;高脂,风味餐厅五楼
韭菜炒鸡蛋,120kcal,10g,6g,￥28,0,热菜,韭香蛋鲜,中餐;素菜;高蛋白,风味餐厅五楼
豆豉鲮鱼油麦菜,45kcal,2g,2g,￥28,1,热菜,豉香鲜咸,中餐;素菜;低热量,风味餐厅五楼
酸菜汆白肉,320kcal,15g,25g,￥38,1,热菜,酸咸解腻,中餐;荤菜;高脂,风味餐厅五楼
铁板炙子烤肉,250kcal,22g,18g,￥58,1,热菜,酱香炙烤,中餐;荤菜;高蛋白,风味餐厅五楼
宫爆虾球,120kcal,18g,4g,￥42,1,热菜,糊辣酸甜,中餐;荤菜;高蛋白;低热量,风味餐厅五楼
干锅千叶豆腐,120kcal,10g,6g,￥32,1,热菜,香辣入味,中餐;素菜;高蛋白,风味餐厅五楼
干锅排骨,320kcal,22g,25g,￥58,2,热菜,干香麻辣,中餐;荤菜;高蛋白;高脂,风味餐厅五楼
糖醋排骨,320kcal,15g,25g,￥58,0,热菜,酸甜可口,中餐;荤菜;高脂,风味餐厅五楼
西红柿炖牛腩,250kcal,22g,18g,￥58,0,热菜,酸咸醇厚,中餐;荤菜;高蛋白,风味餐厅五楼
金银小馒头,150kcal,8g,8g,￥18,0,热菜,奶香金黄,中餐;素菜,风味餐厅五楼
干炸里脊,320kcal,15g,25g,￥32,0,热菜,外酥里嫩,中餐;荤菜;高脂,风味餐厅五楼
清炒油麦菜,45kcal,2g,2g,￥26,0,热菜,清淡爽脆,中餐;素菜;低热量,风味餐厅五楼
蒜蓉油麦菜,45kcal,2g,2g,￥26,0,热菜,蒜香浓郁,中餐;素菜;低热量,风味餐厅五楼
重庆辣子鸡,320kcal,22g,25g,￥42,3,热菜,麻辣干香,中餐;荤菜;高蛋白;高脂,风味餐厅五楼
小炒黄牛肉,250kcal,22g,18g,￥68,2,热菜,鲜辣香嫩,中餐;荤菜;高蛋白,风味餐厅五楼
干锅娃娃菜,45kcal,2g,2g,￥28,1,热菜,鲜辣微甜,中餐;素菜;低热量,风味餐厅五楼
麻婆豆腐,120kcal,10g,4g,￥22,2,热菜,麻辣鲜烫,中餐;素菜;高蛋白;低热量,风味餐厅五楼
美味回锅肉,320kcal,15g,25g,￥38,2,热菜,豉香香辣,中餐;荤菜;高脂,风味餐厅五楼
鱼香肉丝,250kcal,15g,18g,￥32,1,热菜,酸辣甜咸,中餐;荤菜,风味餐厅五楼
辣椒小炒肉,320kcal,15g,25g,￥42,2,热菜,香辣鲜美,中餐;荤菜;高脂,风味餐厅五楼
糖醋里脊,320kcal,15g,25g,￥34,0,热菜,酸甜焦脆,中餐;荤菜;高脂,风味餐厅五楼
宫保鸡丁,250kcal,22g,18g,￥32,1,热菜,酸甜微辣,中餐;荤菜;高蛋白,风味餐厅五楼
京酱肉丝,250kcal,15g,18g,￥32,0,热菜,酱香浓郁,中餐;荤菜,风味餐厅五楼
干锅花菜,45kcal,2g,2g,￥28,1,热菜,干香微辣,中餐;素菜;低热量,风味餐厅五楼
泡椒鲜牛肉,250kcal,22g,18g,￥58,2,热菜,酸辣开胃,中餐;荤菜;高蛋白,风味餐厅五楼
香辣虾,250kcal,22g,18g,￥78,2,热菜,香辣酥脆,中餐;荤菜;高蛋白,风味餐厅五楼
金汤酸菜鱼,250kcal,22g,18g,￥68,1,热菜,酸辣鲜美,中餐;荤菜;高蛋白,风味餐厅五楼
套餐盒饭,150kcal,8g,8g,￥50,1,热菜,荤素搭配,中餐,风味餐厅五楼
白灼虾,120kcal,18g,4g,￥78,0,热菜,原汁原味,中餐;荤菜;高蛋白;低热量,风味餐厅五楼
藤椒肥牛,320kcal,22g,25g,￥48,2,热菜,麻辣清香,中餐;荤菜;高蛋白;高脂,风味餐厅五楼
滋味肥肠牛肉,320kcal,22g,25g,￥48,2,热菜,香辣醇厚,中餐;荤菜;高蛋白;高脂,风味餐厅五楼
腊八蒜炖肥肠,320kcal,15g,25g,￥48,1,热菜,蒜香微酸,中餐;荤菜;高脂,风味餐厅五楼
干锅翅中虾,250kcal,22g,18g,￥68,2,热菜,香辣干脆,中餐;荤菜;高蛋白,风味餐厅五楼
腰果虾仁,320kcal,22g,25g,￥58,0,热菜,鲜嫩酥脆,中餐;荤菜;高蛋白;高脂,风味餐厅五楼
酸辣土豆丝,45kcal,2g,2g,￥18,1,热菜,酸辣脆爽,中餐;素菜;低热量,风味餐厅五楼
脆皮炸鲜奶,220kcal,2g,18g,￥26,0,热菜,外酥里嫩,中餐;素菜;高脂,风味餐厅五楼
干锅肥肠,320kcal,15g,25g,￥48,2,热菜,干香麻辣,中餐;荤菜;高脂,风味餐厅五楼
外婆菜炒鸡蛋,120kcal,10g,6g,￥28,1,热菜,咸香微辣,中餐;素菜;高蛋白,风味餐厅五楼
特价水煮鱼片,320kcal,22g,25g,￥68,3,热菜,麻辣鲜嫩,中餐;荤菜;高脂;高蛋白,风味餐厅五楼
酸汤肥羊,320kcal,15g,25g,￥48,2,热菜,酸辣浓郁,中餐;荤菜;高脂,风味餐厅五楼
干锅土豆片,150kcal,8g,8g,￥28,1,热菜,香辣软糯,中餐;素菜,风味餐厅五楼
套餐盒饭(二),150kcal,8g,8g,￥40,1,热菜,荤素搭配,中餐,风味餐厅五楼
西红柿鸡蛋汤,120,6,8,¥16 /份,0,汤类,酸甜清淡,中餐;素菜;低热量汤品;低热量,风味餐厅五楼
牛肉粒蛋花汤,180,15,10,¥28 /份,0,汤类,鲜咸浓郁,中餐;荤菜;高蛋白;低热量汤品,风味餐厅五楼
酸辣汤,150,5,7,¥18 /份,2,汤类,酸辣开胃,中餐;低热量汤品;低热量,风味餐厅五楼
香辣梅花骨大锅,980,65,70,¥98 /份,2,火锅类,香辣浓郁,中餐;荤菜;高蛋白;高脂,风味餐厅五楼
羊蝎子火锅,1100,75,80,¥128 /份,2,火锅类,鲜香麻辣,中餐;荤菜;高蛋白;高脂,风味餐厅五楼
特价肥羊点一份送一份,450,28,38,¥38 /份,0,火锅类,肥美鲜嫩,中餐;荤菜;高蛋白;高脂,风味餐厅五楼
麻辣番茄鸳鸯锅底,350,6,25,¥20 /份,2,火锅类,麻辣酸甜,中餐;高脂,风味餐厅五楼
特价虾滑,160,18,2,¥38 /份,0,火锅类,鲜嫩Q弹,中餐;荤菜;高蛋白;低热量,风味餐厅五楼
手切牛肉片,250,30,12,¥58 /份,0,火锅类,鲜嫩有嚼劲,中餐;荤菜;高蛋白,风味餐厅五楼
千页豆腐,140,12,8,¥13 /份,0,火锅类,软嫩多汁,中餐;素菜;低热量,风味餐厅五楼
撒尿牛丸,220,14,15,¥18 /份,0,火锅类,弹牙多汁,中餐;荤菜;高蛋白,风味餐厅五楼
鱼豆腐,180,11,10,¥16 /份,0,火锅类,鲜香Q弹,中餐;荤菜,风味餐厅五楼
特价肥牛点一份送一份,460,26,40,¥38 /份,0,火锅类,肥嫩香浓,中餐;荤菜;高蛋白;高脂,风味餐厅五楼
鸳鸯锅底,300,5,22,¥15 /锅,2,火锅类,咸鲜麻辣,中餐;高脂,风味餐厅五楼
麻辣锅底,450,4,45,¥15 /锅,3,火锅类,麻辣浓厚,中餐;高脂,风味餐厅五楼
番茄锅底,180,3,8,¥15 /锅,0,火锅类,酸甜浓郁,中餐;低热量,风味餐厅五楼
清汤锅底,50,2,2,¥6 /锅,0,火锅类,清淡鲜美,中餐;低热量,风味餐厅五楼
麻酱小料,120,3,10,¥5 /位,0,火锅类,香浓醇厚,中餐;高脂,风味餐厅五楼
方便面,380,8,14,¥6 /份,0,火锅类,油香劲道,中餐;高脂,风味餐厅五楼
鸭血,65,12,1,¥12 /份,0,火锅类,滑嫩爽口,中餐;荤菜;高蛋白;低热量,风味餐厅五楼
水晶粉,150,0,0,¥10 /份,0,火锅类,Q弹爽滑,中餐;素菜;低热量,风味餐厅五楼
宽粉,160,1,0,¥10 /份,0,火锅类,软糯劲道,中餐;素菜;低热量,风味餐厅五楼
水豆腐,70,7,4,¥8 /份,0,火锅类,豆香软嫩,中餐;素菜;低热量,风味餐厅五楼
豆皮,120,11,6,¥8 /份,0,火锅类,劲道醇香,中餐;素菜;高蛋白;低热量,风味餐厅五楼
香菇,30,3,0,¥15 /份,0,火锅类,菌香浓郁,中餐;素菜;低热量,风味餐厅五楼
金针菇,32,2,0,¥15 /份,0,火锅类,爽脆鲜美,中餐;素菜;低热量,风味餐厅五楼
平菇,28,2,0,¥13 /份,0,火锅类,鲜嫩爽滑,中餐;素菜;低热量,风味餐厅五楼
圆生菜,15,1,0,¥10 /份,0,火锅类,清脆爽口,中餐;素菜;低热量,风味餐厅五楼
娃娃菜,20,1,0,¥10 /份,0,火锅类,清甜软嫩,中餐;素菜;低热量,风味餐厅五楼
香菜,12,1,0,¥10 /份,0,火锅类,清香独特,中餐;素菜;低热量,风味餐厅五楼
油麦菜,18,1,0,¥10 /份,0,火锅类,清脆鲜嫩,中餐;素菜;低热量,风味餐厅五楼
土豆片,80,2,0,¥6 /份,0,火锅类,软糯粉面,中餐;素菜;低热量,风味餐厅五楼
开花肠,260,12,22,¥18 /份,0,火锅类,Q弹肉香,中餐;荤菜;高脂,风味餐厅五楼
特价猪肉大葱水饺,240,10,12,¥14 /份,0,水饺,肉香葱浓,中餐;荤菜;高蛋白,风味餐厅五楼
特价韭菜鸡蛋水饺,180,7,8,¥12 /份,0,水饺,鲜香清爽,中餐;素菜;低热量,风味餐厅五楼
红油耳丝,280,18,22,¥34 /份,2,凉菜,脆嫩爽辣,中餐;荤菜;高蛋白;高脂,风味餐厅五楼
凉拌豆腐丝,150,14,8,¥23 /份,1,凉菜,咸鲜微辣,中餐;素菜;高蛋白;低热量,风味餐厅五楼
油炸花生米,580,24,48,¥18 /份,0,凉菜,香脆可口,中餐;素菜;高脂,风味餐厅五楼
手撕椒麻鸡,320,25,20,¥38 /份,2,凉菜,椒麻鲜嫩,中餐;荤菜;高蛋白,风味餐厅五楼
拍黄瓜,45,1,2,¥18 /份,1,凉菜,清脆酸辣,中餐;素菜;低热量,风味餐厅五楼
凉拌西芹腐竹,110,8,5,¥18 /份,0,凉菜,爽脆清香,中餐;素菜;低热量,风味餐厅五楼
酱牛肉,240,32,10,¥48 /份,0,凉菜,酱香浓郁,中餐;荤菜;高蛋白;低热量,风味餐厅五楼
"单人套餐A1 (招牌肉酱面(大) + 大鸡排 + 北冰洋(瓶))",850,38,28,26.90,微辣,套餐,咸鲜酥脆,"中餐;荤菜;高蛋白;高脂",醉面
"单人套餐A2 (招牌肉酱面(大) + 加肉肠 + 北冰洋(瓶))",780,30,32,26.90,微辣,套餐,咸鲜油润,"中餐;荤菜;高脂",醉面
"单人套餐C1 (大鸡排 + 北冰洋(瓶) + 大师葱油面/番茄煎蛋面二选一)",720,28,24,23.80,不辣,套餐,葱香/酸甜,"中餐;荤菜",醉面
"单人套餐C2 (加肉肠 + 北冰洋(瓶) + 大师葱油面/番茄煎蛋面二选一)",650,20,28,23.80,不辣,套餐,葱香/酸甜,"中餐;荤菜;高脂",醉面
"双人套餐B (招牌肉酱面(大) + 番茄煎蛋面 + 酥肉土豆双拼)",1450,52,48,39.90,微辣,套餐,咸鲜酸甜,"中餐;荤菜;高蛋白;高脂",醉面
"双人套餐C (招牌肉酱面(大) + 番茄煎蛋面 + 加清脆裙带菜 + 酥肉土豆双拼)",1500,54,49,43.90,微辣,套餐,丰富复合,"中餐;荤菜;高蛋白;高脂",醉面
"[人气经典]招牌肉酱面套餐 (招牌肉酱面(大) + 加煎蛋 + 清脆裙带菜/腐竹花生选1)",710,29,22,24.90,微辣,套餐,咸鲜爽口,"中餐;荤菜;高蛋白",醉面
脆脆菠菜凉面,350,8,6,16.9,微辣,主食,酸辣爽口,中餐;素菜;低热量,醉面
咔嚓扭扭糕粑,280,3,8,7.9,不辣,小吃,香甜酥脆,中餐;素菜,醉面
"单人套餐E1 (大鸡排 + 北冰洋(瓶) + 麻酱凉面/四川凉面选1)",660,23,21,21.90,1,套餐,复合风味,"中餐;荤菜;组合套餐",醉面
"单人套餐E2 (加肉肠 + 北冰洋(瓶) + 麻酱凉面/四川凉面选1)",600,19,25,21.90,1,套餐,复合风味,"中餐;荤菜;组合套餐",醉面
"BJ拌面套餐随心配 (招牌肉酱面(大)/碗杂肉酱面(大)/大师葱油面选1 + 安心卤蛋/加肉肠/加煎蛋/大鸡排/开花肉肠选1 + 加清脆裙带菜/腐竹花生选1)",680,26,20,23.00,1,套餐,自由组合,"中餐;荤菜;组合套餐",醉面
"BJ汤面套餐随心配 (红烧牛肉面(大)/番茄煎蛋面/番茄鸡排面选1 + 安心卤蛋/加肉肠/加煎蛋/大鸡排/开花肉肠选1 + 加清脆裙带菜/腐竹花生选1)",620,24,18,23.00,1,套餐,自由组合,"中餐;荤菜;组合套餐",醉面
"BJ拌饭套餐随心配 (经典卤肉饭/鸡排卤肉饭/擂椒卤肉饭/咖喱鸡排饭选1 + 安心卤蛋/加肉肠/加煎蛋/大鸡排/开花肉肠选1 + 加清脆裙带菜/腐竹花生选1)",750,25,28,24.90,1,套餐,自由组合,"中餐;荤菜;组合套餐",醉面
招牌肉酱面,480,18,14,14起/小,微微辣,主食,咸鲜微辣,中餐;荤菜;高蛋白,醉面
擂椒肉酱面,510,19,16,18.9/份,中辣,主食,焦香麻辣,中餐;荤菜;高蛋白,醉面
豌杂肉酱面,550,22,15,15起/小,辣,主食,麻辣鲜香,中餐;荤菜;高蛋白,醉面
大师葱油面,420,10,12,14.9/份,不辣,主食,葱香浓郁,中餐;素菜,醉面
四川凉面,520,12,14,13/份,辣,主食,麻辣鲜香,中餐;素菜,醉面
麻酱凉面,580,14,22,13/份,辣,主食,酸甜爽口,中餐;素菜;高脂,醉面
红烧牛肉面,580,26,18,16起/小,不辣,主食,酱香浓郁,中餐;荤菜;高蛋白,醉面
香辣牛肉面,595,26,20,17起/小,辣,主食,香辣浓郁,中餐;荤菜;高蛋白,醉面
番茄煎蛋面,510,14,16,14.9/份,不辣,主食,番茄酸甜,中餐;荤菜,醉面
番茄鸡排面,640,24,22,16.9/份,不辣,主食,番茄酸甜,中餐;荤菜;高蛋白;高脂,醉面
经典卤肉饭,680,22,28,16.9/份,不辣,主食,卤香浓郁,中餐;荤菜;高脂,醉面
擂椒卤肉饭,695,23,29,16.9/份,微微辣,主食,椒香微辣,中餐;荤菜;高脂,醉面
鸡排卤肉饭,820,32,35,19.9/份,不辣,主食,鸡排酥嫩,中餐;荤菜;高蛋白;高脂,醉面
咖喱鸡排饭,780,24,26,17.9/份,不辣,主食,香浓咖喱,中餐;荤菜;高脂,醉面
加面,320,10,2,3/份,不辣,主食,原味,中餐;素菜,醉面
加清脆裙带菜,45,1.5,0.2,6/份,不辣,小吃,解腻清爽,中餐;素菜;低热量,醉面
腐竹花生,180,8,12,6/份,不辣,小吃,经典双脆,中餐;素菜,醉面
安心卤蛋,80,7,5,3/个,不辣,小吃,卤香喷喷,中餐;荤菜;高蛋白,醉面
加煎蛋,120,7,9,1.5/个,不辣,小吃,无抗鲜香,中餐;荤菜;高蛋白,醉面
加肉肠,150,6,11,5.9/个,不辣,小吃,脆弹肉香,中餐;荤菜,醉面
加红烧牛肉,160,18,9,15/份,不辣,小吃,酱香浓郁,中餐;荤菜;高蛋白,醉面
加青菜,25,1.2,0.1,2/份,不辣,小吃,新鲜爽口,中餐;素菜;低热量,醉面
加豌豆,110,6,0.5,3/份,不辣,小吃,软糯清香,中餐;素菜,醉面
大鸡排,280,18,16,5.9/个,不辣,小吃,外焦里嫩,中餐;荤菜;高蛋白;高脂,醉面
开花肉肠-串,160,5,13,3起/一串,不辣,小吃,好油现炸,中餐;荤菜;高脂,醉面
酥肉土豆双拼,260,8,15,8.9/份,不辣,小吃,酥脆咸香,中餐;荤菜;高脂,醉面
椒香酥肉,290,12,20,8.9/份,微微辣,小吃,椒麻香气,中餐;荤菜;高脂,醉面
锅巴土豆,180,3,8,8.9/份,不辣,小吃,外脆内粉,中餐;素菜,醉面
香酥鹌鹑,140,11,9,4.9/半只,不辣,小吃,极度酥香,中餐;荤菜;高蛋白,醉面
羊肉串,120,9,8,3起/一串,微微辣,小吃,纯正鲜美,中餐;荤菜;高蛋白,醉面
"热辣香骨鸡三件套",520,22,28,29.5,yes,套餐,香辣,"荤菜;高脂",KFC
"辣翅/烤翅三件套",580,26,32,29.5,yes,套餐,香辣,"荤菜;高脂",KFC
"2桶20翅（含薄脆翅）",1820,92,110,69.9,yes,炸鸡桶,香辣,"荤菜;高脂;高蛋白",KFC
"2对翅任选",360,18,22,19.9,yes,小吃,香辣,"荤菜;高脂",KFC
"经典十翅一桶",910,46,55,39.9,yes,炸鸡桶,香辣,"荤菜;高脂;高蛋白",KFC
"翅堡疯狂拼",780,32,38,39.9,yes,套餐,香辣,"荤菜;高脂",KFC
"吮指原味鸡青年 (4块)",1280,68,88,19.9,no,小吃,咸鲜,"荤菜;高脂;高蛋白",KFC
"大神卡专享经典堡卷四件套",850,35,42,25.9,yes,套餐,咸甜,"荤菜;高脂",KFC
"人气明星餐随心配四件套",720,28,34,32.4,yes,套餐,咸甜,"荤菜;高脂",KFC
"四味小食拼盘",680,24,38,39.9,yes,小吃,香辣,"荤菜;高脂",KFC
"大神卡专享小食三件套",460,14,26,15,no,套餐,咸甜,"荤菜;高脂",KFC
"周末疯狂拼畅选4拼餐",820,30,40,29.9,yes,套餐,咸甜,"荤菜;高脂",KFC
"周末疯狂拼畅选8拼餐",1450,55,75,54.9,yes,套餐,咸甜,"荤菜;高脂;高蛋白",KFC
"吮指原味鸡青年 (1块/任意部位)",320,17,22,9,no,单品,咸鲜,"荤菜;高脂",KFC
"吮指原味鸡青年 可乐餐",790,34,44,39.9,no,套餐,咸鲜,"荤菜;高脂",KFC
"吮指原味鸡青年桶",1280,68,88,39,no,炸鸡桶,咸鲜,"荤菜;高脂;高蛋白",KFC
"大神卡专享牛堡四件套",880,36,45,27.9,no,套餐,咸鲜,"荤菜;高脂;高蛋白",KFC
"大神卡专享小食三件套",460,14,26,15,no,套餐,咸甜,"荤菜;高脂",KFC
"大神卡专享经典堡卷四件套",850,35,42,25.9,yes,套餐,香辣,"荤菜;高脂;高蛋白",KFC
"人气明星餐随心配四件套",720,28,34,32.4,yes,套餐,咸甜,"荤菜;高脂",KFC
"人气汉堡随心配四件套",750,26,36,38,no,套餐,咸鲜,"荤菜;高脂",KFC
"经典十翅一桶",910,46,55,39.9,yes,炸鸡桶,香辣,"荤菜;高脂;高蛋白",KFC
"经典翅桶双堡饮料餐",1650,68,82,79.9,yes,套餐,香辣,"荤菜;高脂;高蛋白",KFC
"翅堡疯狂拼",780,32,38,39.9,yes,套餐,香辣,"荤菜;高脂",KFC
"汁汁双层嫩牛堡(美式风味)",560,28,32,21.5,no,单品,咸鲜,"荤菜;高脂;高蛋白",KFC
"汁汁嫩牛堡",410,18,22,18,no,单品,咸鲜,"荤菜;高脂",KFC
"秘汁全鸡周末特惠",1150,75,85,26.9,no,单品,咸甜,"荤菜;高脂;高蛋白",KFC
"超值全鸡桶",1380,85,98,79.9,yes,炸鸡桶,香辣,"荤菜;高脂;高蛋白",KFC
"2对翅任选",360,18,22,19.9,yes,小吃,香辣,"荤菜;高脂",KFC
"炸鸡爆柠茶套餐",480,18,24,36,yes,套餐,酸甜香辣,"荤菜;高脂",KFC
"四味小食拼盘",680,24,38,39.9,yes,小吃,香辣,"荤菜;高脂",KFC
"黄金脆皮鸡 (1块/多块装)",320,18,22,13.5,no,单品,咸鲜,"荤菜;高脂",KFC
"劲爆鸡米花",340,14,18,12,yes,小吃,香辣,"荤菜;高脂",KFC
"黄金鸡块(5块)",260,12,15,13.5,no,小吃,咸鲜,"荤菜;高脂",KFC
"热辣香骨鸡(3块)",290,13,18,13.5,yes,小吃,香辣,"荤菜;高脂",KFC
"香辣鸡翅(2块)",360,18,22,13.5,yes,小吃,香辣,"荤菜;高脂",KFC
"新奥尔良烤翅(2块)",240,16,13,14,no,小吃,甜辣,"荤菜;高蛋白",KFC
"醇香土豆泥",110,2,4,7.5,no,小吃,咸鲜,"低热量",KFC
"薯条",300,4,14,9.5,no,小吃,咸鲜,"高脂",KFC
"黄金SPA鸡排堡(藤椒风味)",510,22,25,18.5,yes,单品,麻辣,"荤菜;高脂",KFC
"滋滋YES烤鸡腿堡",460,24,20,18.5,no,单品,咸甜,"荤菜;高蛋白",KFC
"老北京鸡肉卷",490,19,22,18.5,no,单品,酱香,"荤菜;高脂",KFC
"香辣鸡腿堡",530,22,26,20.5,yes,单品,香辣,"荤菜;高脂",KFC
"劲脆鸡腿堡",540,23,27,20.5,no,单品,咸鲜,"荤菜;高脂",KFC
"新奥尔良烤鸡腿堡",450,23,18,21,no,单品,甜辣,"荤菜;高蛋白",KFC
"桂花酸梅汤(大)",120,0,0,6.5,no,饮品,酸甜,"低热量",KFC
"梅梅柠檬饮",110,0,0,9,no,饮品,酸甜,"低热量",KFC
"爆汁三柠檬茶(冰)",140,0,0,13,no,饮品,酸甜,"低热量",KFC
"百事可乐(冰)",150,0,0,10,no,饮品,甜,"低热量",KFC
"九珍果汁饮料(冰)",160,0,0,13,no,饮品,酸甜,"低热量",KFC
"红豆派(1只)",240,3,8,7,no,甜点,甜,"高脂",KFC
"葡式蛋挞(1只/多只装)",210,4,13,8,no,甜点,甜,"高脂",KFC
"天府椒麻香辣粉",5,0,0,0.9,yes,调味包,麻辣,"低热量",KFC
"无纺布礼品袋",0,0,0,2,no,周边,无,"低热量",KFC
